age,games,games_started,minutes_played,field_goals_per_game,field_goal_attempts_per_game,field_goal_percentage,3-point_field_goals_per_game,3-point_field_goal_attempted_per_game,3-point_goal_percentage,2-point_field_goals_per_game,2-point_field_goals_attempted_per_game,2-point_field_goal_percentage,free_throws_per_game,free_throw_attempts_per_game,free_throw_percentage,offensive_rebounds_per_game,defensive_rebounds_per_game,total_rebounds_per_game,assists_per_game,steals_per_game,blocks_per_game,turnovers_per_game,personal_fouls_per_game,points_per_game,3_point_attempt_rate,assist_percentage,block_percentage,defensive_box_plus_minux,defensive_rebound_percentage,defensive_win_shares,free_throw_attempt_rate,offensive_box_plus_minux,offensive_rebound_percentage,offensive_win_shares,player_efficiency_rating,steal_percentage,turnover_percentage,total_rebound_percentage,true_shooting_percentage,usage_percentage,value_over_replacement_player,win_shares_per_48_minutes,position_C,position_PF,position_PG,position_SF,position_SG,games_start_percentage,rating
26,54,14,21.6,2.4,6.1,0.398,0.4,1.3,0.324,2,4.9,0.417,1,1.3,0.768,1.5,3,4.5,1.6,0.6,0.3,1.2,2.1,6.3,0.205,13,1.3,1.1,16.8,1.6,0.208,-2.8,8.4,-0.2,11,1.6,15.4,12.6,0.468,17.2,0.1,0.058,0,1,0,0,0,0.259259259,73
19,19,0,5.5,0.5,1.2,0.435,0,0,0,0.5,1.2,0.435,0.3,0.6,0.545,0.3,0.6,0.9,0.1,0.1,0.3,0.6,1.1,1.4,0,3,3.4,-1.1,12.8,0.1,0.478,-8.8,6.9,-0.3,2.5,0.5,30.1,10,0.467,17.6,-0.2,-0.094,1,0,0,0,0,0,66
24,75,74,37.3,6.3,13.6,0.466,0.7,1.5,0.435,5.7,12,0.47,3.1,3.6,0.846,1.7,4.2,5.9,2.7,1.4,0.2,1.8,3,16.4,0.113,13.1,0.4,0.1,13.2,2.6,0.268,1.6,5.7,4.2,16.1,2,10.6,9.6,0.54,21,2.6,0.117,0,0,0,1,0,0.986666667,80
28,25,23,27.8,3.3,5.9,0.554,0,0,0,3.3,5.9,0.554,0.8,2.1,0.377,3.4,5.4,8.7,1.5,1,1.7,1.1,2.9,7.4,0,7.9,4.4,3.1,21.5,1,0.358,-0.5,13.5,1,16.5,1.9,13.6,17.5,0.537,12.7,0.8,0.134,1,0,0,0,0,0.92,77
21,38,0,11.4,1.2,3,0.389,0.2,0.6,0.273,1,2.4,0.418,0.9,1.3,0.688,0.5,0.9,1.4,1,0.6,0.1,0.7,1.3,3.3,0.195,14.1,0.9,-1,9.3,0.2,0.425,-2.6,4.9,0,10.6,2.8,15.7,7,0.473,16.5,-0.2,0.026,0,0,0,0,1,0,68
19,76,56,24.5,3.9,9.8,0.394,1.1,3.7,0.288,2.8,6.1,0.458,1.5,2.1,0.689,0.5,1.5,2,1.9,0.7,0.1,1.4,1.8,10.3,0.376,14.6,0.5,-2.3,7.5,0.9,0.215,-1.2,2.4,-0.7,10.9,1.6,11.7,4.8,0.478,23.2,-0.7,0.006,0,0,0,0,1,0.736842105,74
29,74,73,30.6,4.3,8.4,0.514,0,0,0,4.3,8.4,0.515,2.4,3.1,0.768,2.4,4.9,7.3,0.9,0.6,0.5,1.1,3,11,0.002,4.9,1.2,-0.3,18.9,1.4,0.367,0.1,9.2,4,15,1,9.9,14,0.564,16.1,1.1,0.116,0,1,0,0,0,0.986486486,80
19,74,59,27.7,3.7,8.1,0.455,0.1,0.3,0.174,3.6,7.8,0.466,2.2,3.2,0.688,2,4.2,6.2,1.7,0.8,1.9,1.8,2.1,9.7,0.038,10.2,5.4,2,18.6,1.8,0.394,-2.4,7.9,0.6,15.4,1.5,16,13,0.506,18.4,0.8,0.055,0,0,0,1,0,0.797297297,77
31,81,15,22.8,1.5,4,0.382,0.2,0.6,0.289,1.4,3.5,0.397,0.7,1,0.738,0.5,1.5,1.9,3.9,0.8,0.2,1.1,2.3,4,0.138,25.1,0.6,-0.8,7.7,1.4,0.245,-2.8,2.3,0.5,9,1.9,19.7,5,0.445,11.1,-0.7,0.05,0,0,0,0,1,0.185185185,76
21,68,7,13.3,1.8,4.8,0.372,0.4,1.3,0.353,1.4,3.6,0.379,0.9,1.4,0.667,0.7,1,1.8,0.5,0.4,0.3,0.9,1.7,5,0.259,6.8,1.8,-2,10,0.4,0.293,-2.9,6.7,-0.7,8.6,1.6,13.5,8.3,0.456,21.8,-0.7,-0.012,0,0,0,0,1,0.102941176,76
26,81,21,20.6,3.2,6,0.527,0,0,0,3.2,6,0.53,1.2,1.4,0.847,1.5,2.7,4.2,1.4,0.6,0.2,0.9,2.5,7.5,0.006,10.5,0.8,-0.4,14.7,1.2,0.227,-0.1,8.4,3.1,14.9,1.6,11.5,11.5,0.566,16.2,0.6,0.124,0,1,0,0,0,0.259259259,77
23,27,4,9.4,0.9,2.1,0.397,0,0,0,0.9,2.1,0.397,0.6,1,0.593,0.7,1.4,2.1,0.1,0.4,0.1,0.4,1.7,2.3,0,1.2,1.1,-0.8,17.6,0.3,0.466,-5.6,7.8,-0.1,7.8,2.4,12.5,12.7,0.444,14.3,-0.3,0.029,1,0,0,0,0,0.148148148,69
30,56,7,28.9,4.9,11.8,0.414,0.6,2.1,0.267,4.3,9.7,0.446,4.5,5.3,0.849,0.7,2.6,3.3,2.3,0.9,0.2,1.9,1.9,14.9,0.181,13,0.5,-1.2,9.8,1.5,0.45,0.2,2.7,1.9,15.9,1.7,11.8,6.3,0.525,24.9,0.4,0.103,0,0,0,0,1,0.125,81
23,55,27,19.8,3.2,7.7,0.408,0.5,1.2,0.373,2.7,6.5,0.415,1,1.8,0.554,0.7,1.2,1.9,1.3,0.3,0.2,1,1.3,7.8,0.157,10.4,0.6,-3.1,6.5,0.3,0.237,-2.9,4,-0.4,9.3,0.7,10.8,5.2,0.456,21.1,-1.1,-0.007,0,0,0,0,1,0.490909091,73
27,66,66,38.4,6.8,15.4,0.444,2.6,6.6,0.402,4.2,8.8,0.475,3.8,4.2,0.92,0.9,3.4,4.3,2.1,1.2,0.2,1.5,2.4,20.1,0.426,8.7,0.3,-2.1,9.8,1.2,0.271,3.3,2.7,6,17.3,1.6,8.2,6.3,0.584,21.7,2.1,0.137,0,0,0,1,0,1,84
31,81,70,34.1,5.6,14.4,0.392,2.2,6,0.369,3.4,8.3,0.409,2.2,2.5,0.915,0.7,3.1,3.8,5.7,1.1,0,2,2,15.8,0.421,29.2,0.1,-2,10.2,1.4,0.171,3.2,2.4,4.2,16.6,1.7,11.6,6.5,0.51,23.6,2.2,0.099,0,0,1,0,0,0.864197531,81
31,61,59,31.5,3.5,8.3,0.427,0.9,2.5,0.355,2.6,5.7,0.458,2.3,3.1,0.75,1.3,4.2,5.5,5.2,1.1,0.1,2.4,2.8,10.3,0.308,27.3,0.3,1.8,15.3,2.9,0.373,0.6,4.9,1.8,14.4,1.8,20,10.2,0.533,18,2.2,0.119,0,0,1,0,0,0.967213115,77
19,16,0,4.5,0.3,0.7,0.455,0,0,0,0.3,0.7,0.455,0.3,0.6,0.556,0.1,0.3,0.3,0.1,0.1,0.4,0.3,1,0.9,0,4.2,7.6,2.6,6.8,0.1,0.818,-5.4,1.7,0,5.2,0.8,21.1,4.2,0.501,12.2,0,0.004,1,0,0,0,0,0,74
25,60,14,21.3,3.7,8.1,0.449,0,0.1,0,3.7,8.1,0.452,2.8,3.7,0.758,1.5,3,4.6,0.7,0.7,1.5,1.5,3,10.1,0.008,6.2,5.7,1.9,16.9,2.3,0.449,-3,8.7,0.6,16.7,1.7,13.3,12.8,0.517,24.9,0.3,0.107,0,1,0,0,0,0.233333333,77
27,81,37,31.6,5.7,11.3,0.506,0.8,2.1,0.373,5,9.3,0.536,3.2,3.8,0.855,1,2.7,3.7,2.4,0.5,0.2,1.6,2.2,15.5,0.184,12.7,0.5,-1.6,9.5,1.3,0.331,2.4,3.8,5.9,17.1,0.8,11.1,6.8,0.595,21.5,1.8,0.136,0,0,0,1,0,0.456790123,82
28,27,0,16,2.8,5.7,0.494,0,0,0,2.8,5.7,0.497,0.9,1.6,0.558,1,2.5,3.4,0.5,0.4,0.3,1.1,2.1,6.5,0.006,5.7,1.4,-1.3,18.4,0.3,0.279,-4.1,7,-0.1,12.1,1.4,15.2,12.7,0.509,21.6,-0.4,0.022,1,0,0,0,0,0,74
19,68,26,19.6,2.5,6.3,0.393,0.3,1,0.246,2.2,5.3,0.421,1.5,2,0.789,0.1,1.4,1.5,3.3,0.5,0.1,1.8,1.8,6.8,0.16,27.8,0.2,-3.1,7.8,0.5,0.309,-3.6,0.9,-0.9,9.7,1.4,20.4,4.5,0.471,21.2,-1.6,-0.013,0,0,1,0,0,0.382352941,75
27,80,57,30,4.7,9.3,0.501,1.3,3.1,0.42,3.4,6.2,0.54,1.8,2.2,0.844,0.5,1.9,2.4,5.4,1.4,0.2,1.8,2.2,12.4,0.33,28.8,0.5,-0.9,6.8,2.4,0.233,3.8,1.8,6.2,18.4,2.4,15.2,4.4,0.606,18,3,0.171,0,0,1,0,0,0.7125,85
26,47,10,20.8,2.7,5.4,0.502,0,0,0,2.7,5.4,0.502,1.6,3.1,0.528,1.8,3.4,5.2,0.4,0.4,1.1,1.1,2.8,7.1,0,3.3,3.9,-0.3,19,1,0.565,-3.5,9.5,0.6,13,0.9,13.6,14.1,0.521,16.5,-0.4,0.079,1,0,0,0,0,0.212765957,77
26,47,10,20.8,2.7,5.4,0.502,0,0,0,2.7,5.4,0.502,1.6,3.1,0.528,1.8,3.4,5.2,0.4,0.4,1.1,1.1,2.8,7.1,0,3.3,3.9,-0.3,19,1,0.565,-3.5,9.5,0.6,13,0.9,13.6,14.1,0.521,16.5,-0.4,0.079,1,0,0,0,0,0.212765957,78
27,26,15,31.7,5.8,11.7,0.492,0,0,0,5.8,11.7,0.493,3,4.2,0.722,3,5.7,8.7,2.9,1,0.4,1.8,2.9,14.5,0.003,14.6,0.9,0.3,20.2,0.8,0.354,0.7,10.6,1.5,18.9,1.7,12,15.4,0.536,21.6,0.6,0.135,0,1,0,0,0,0.576923077,80
32,80,80,35.7,5.3,11.3,0.471,0,0.1,0.5,5.3,11.2,0.47,0.8,1.1,0.786,2.1,8.3,10.4,2,0.9,1,1.2,3.9,11.5,0.004,9.3,2.1,2,27.4,3.3,0.093,-1.9,6.9,1.8,14.1,1.3,9.5,17.1,0.488,16.6,1.5,0.087,0,1,0,0,0,1,84
27,71,68,27.3,4.4,10.1,0.439,1.2,2.9,0.409,3.2,7.2,0.451,1.9,2.4,0.786,0.6,2.7,3.3,1.5,0.6,0.2,1.6,3.1,12,0.29,9.7,0.7,-1.7,11.7,0.8,0.241,-0.5,2.7,1.4,12.3,1.1,12.5,7.2,0.536,21.3,-0.1,0.054,0,0,0,1,0,0.957746479,75
26,40,40,32.5,5.5,13.1,0.418,1.5,3.9,0.372,4,9.2,0.437,3.1,4.1,0.744,0.7,3.4,4,6.4,2,0.3,3.4,2.8,15.4,0.299,39.3,0.7,1,12.1,2,0.314,2.7,2.4,0.8,18.6,3.4,18.4,7.3,0.518,26.8,1.9,0.102,0,0,1,0,0,1,82
25,31,1,9,1,2.1,0.5,0,0,0,1,2.1,0.5,0.5,0.6,0.778,0.7,1.1,1.8,0.3,0.1,0.5,0.4,1.4,2.5,0,6,4.5,1.5,15,0.4,0.281,-3,9.1,0.3,11.8,0.6,14.3,12.1,0.542,14.2,0,0.107,1,0,0,0,0,0.032258065,77
21,12,0,5.2,0.6,1.9,0.304,0.2,0.8,0.2,0.4,1.1,0.385,0,0,0,0.1,0.9,1,0.5,0,0.3,0.4,0.8,1.3,0.435,14.9,3.4,-0.8,20.2,0.1,0,-8.3,1.7,-0.2,3.1,0,17.9,10.5,0.348,20,-0.1,-0.108,0,1,0,0,0,0,67
25,67,11,26.2,4.9,11.7,0.419,1.4,3.7,0.38,3.5,8,0.438,2.8,3.4,0.836,0.9,2.6,3.5,2.3,0.6,0.3,1.8,2.1,14,0.313,14.9,0.7,-2.3,10.7,1,0.288,1.5,4,2.4,16,1.2,11.9,7.4,0.532,24.8,0.5,0.092,0,0,0,1,0,0.164179104,79
22,80,2,14.4,2.2,4.9,0.444,0.7,1.8,0.408,1.4,3.1,0.464,0.8,1.1,0.753,0.2,0.8,1,1.9,0.5,0.1,1,1.2,5.9,0.364,22.2,0.6,-0.9,6.8,1.8,0.228,0.1,1.6,1.3,14.3,1.9,15.2,4.2,0.549,20.5,0.4,0.128,0,0,1,0,0,0.025,73
22,54,0,16,1.8,3.6,0.513,0,0,0,1.8,3.5,0.518,1.3,2.4,0.535,2,2.7,4.8,0.5,0.8,0.7,0.5,2.3,4.9,0.01,4.9,3.3,1.6,20.7,1.4,0.658,-0.5,14.6,1.5,17,2.5,9.5,17.6,0.534,14.4,0.7,0.164,0,1,0,0,0,0,76
29,71,34,19.9,2.1,4.6,0.449,0.1,0.2,0.333,2,4.4,0.455,1.1,1.3,0.835,0.2,1.3,1.5,1.9,0.6,0,0.9,1.9,5.3,0.046,16.3,0.1,-0.7,7.8,1.4,0.28,-3.7,1.4,0.4,8.9,1.6,14.5,4.6,0.511,14.2,-0.9,0.062,0,0,0,0,1,0.478873239,72
27,38,1,9.5,0.7,1.6,0.458,0,0,0,0.7,1.6,0.458,0.7,1,0.684,0.8,1.6,2.4,0.4,0.1,0.3,0.5,1.6,2.1,0,6.1,2,0.7,17.5,0.3,0.644,-2.9,9.4,0.2,8.7,0.6,20.9,13.7,0.528,11.6,0,0.075,1,0,0,0,0,0.026315789,68
20,35,3,11.5,0.9,3.3,0.282,0.5,1.8,0.27,0.5,1.5,0.296,0.5,0.5,0.947,0.4,1.4,1.8,1.5,0.3,0.1,0.4,1.2,2.9,0.538,19.5,0.4,-1.7,13.6,0.1,0.162,-1.9,3.7,0,8.9,1.6,10.7,8.7,0.403,15.8,-0.2,0.018,0,0,0,0,1,0.085714286,70
23,77,77,38.6,8.2,17.1,0.478,0.2,0.6,0.289,8,16.5,0.485,7.5,9.9,0.762,1.4,3.7,5.2,6.8,1.6,1.1,4.2,3,24.1,0.034,31,2,1.4,10.8,4.3,0.578,3.1,4.5,6.7,23.1,2.2,16.3,7.8,0.561,30.9,4.8,0.177,0,0,0,0,1,1,97
28,24,24,34.5,6.7,15.2,0.442,1,3,0.342,5.7,12.1,0.467,1.8,3.3,0.557,2.3,5.9,8.3,3,1,1.1,2.9,2.9,16.3,0.201,15,2.4,0.7,19.6,1,0.217,-0.6,8.1,-0.3,15.4,1.6,14.9,14,0.49,25.5,0.4,0.041,0,1,0,0,0,1,80
30,74,74,36.1,4,8.8,0.453,0,0.1,0.111,4,8.7,0.458,1.8,4.1,0.428,3.9,8.2,12.2,1.7,1.4,2.4,1.1,2.1,9.7,0.014,7.6,5,5.4,26.5,6.7,0.467,-1.5,12.9,1.8,17.4,2.2,9.5,19.8,0.459,15.2,3.9,0.153,1,0,0,0,0,1,89
22,70,68,30.7,4.1,9.1,0.449,0.2,0.9,0.274,3.8,8.2,0.468,2.7,4.1,0.661,1.7,3.8,5.5,2,1.7,1.3,2.3,2.6,11.1,0.097,10.4,3.2,2.9,15.1,2.7,0.454,-1.6,6,-0.2,14.1,2.8,17.2,10.3,0.51,19.1,1.8,0.055,0,0,0,1,0,0.971428571,81
30,79,79,34,5.9,13.4,0.44,0.9,3,0.318,5,10.5,0.475,1.7,2.5,0.697,2.2,5.9,8.2,1.8,0.8,1.5,1.6,3,14.5,0.222,9.8,3.2,1.9,20.3,5.1,0.184,-0.4,7.7,2,16.4,1.3,10,14,0.499,22.3,2.3,0.127,0,1,0,0,0,1,85
24,61,5,12.6,1.2,3,0.411,0.3,1,0.262,1,2,0.487,0.6,0.8,0.708,0.9,1.4,2.3,1.5,0.4,0.2,1,1.1,3.2,0.339,19.1,1,-0.4,12.7,0.3,0.267,-1.5,8.1,0.2,11.4,1.8,22.4,10.4,0.492,15.3,0,0.031,0,0,0,1,0,0.081967213,75
34,14,13,25.7,1.7,5.5,0.312,1.1,3.6,0.314,0.6,1.9,0.308,0.8,0.9,0.846,0.4,2.4,2.8,3.1,1.1,0,1.3,1.6,5.4,0.662,18.4,0,1.1,10.4,0.5,0.169,-1.7,2,-0.1,8.7,2.3,17.9,6.3,0.453,13.2,0.1,0.061,0,0,1,0,0,0.928571429,72
25,80,14,22.6,3,6.9,0.426,0.7,2,0.319,2.3,4.9,0.471,1.1,1.7,0.659,0.4,1.6,2.1,4.5,1,0.2,2.1,2.3,7.7,0.294,34.2,0.8,-0.5,8.5,2.2,0.249,-0.8,2.3,0.1,13.1,2.5,21.4,5.4,0.5,20.4,0.3,0.062,0,0,1,0,0,0.175,81
31,21,21,33.4,6.8,17.4,0.391,0.2,0.7,0.267,6.6,16.7,0.396,1.8,2.3,0.776,1.7,6.1,7.9,3.1,1.2,0.9,2.3,3.3,15.6,0.041,17.5,2.1,1.3,20.9,1.1,0.134,-4.1,5.7,-1.1,13.1,1.9,11.2,13.2,0.423,27.5,-0.1,-0.002,0,1,0,0,0,1,84
28,69,19,21.6,3.9,8.9,0.441,0.5,1.5,0.346,3.4,7.4,0.46,2,2.7,0.75,0.7,2.6,3.3,1.2,1.2,0.4,1.3,2.4,10.4,0.169,10.2,1.4,0.8,14.4,2.5,0.305,-1.1,4,0.6,15.9,3.1,11.4,9.2,0.515,25,0.6,0.1,0,0,0,0,1,0.275362319,82
25,16,0,12,0.8,3.2,0.235,0.1,0.7,0.182,0.6,2.5,0.25,1.3,1.8,0.714,0.4,1.4,1.8,1.2,0.3,0,0.9,1,2.9,0.216,14.3,0,-1.5,13.8,0.2,0.549,-6.5,3.6,-0.4,4.3,1.4,19.2,8.6,0.363,18.4,-0.3,-0.064,0,0,0,1,0,0,74
34,54,53,34.1,3.7,9.2,0.404,1.7,4.4,0.383,2.1,4.9,0.422,1.8,2.1,0.841,0.5,2.2,2.6,2.9,1.1,0.1,1.1,2.8,10.9,0.472,14,0.3,0.6,7.2,2.2,0.227,0.9,1.7,2.2,11.6,1.8,9.7,4.5,0.536,15.5,1.6,0.115,0,0,0,0,1,0.981481481,77
24,30,8,18.4,2.5,5.7,0.436,0.1,0.2,0.4,2.4,5.6,0.437,1.1,1.7,0.68,1.3,3,4.3,0.8,0.4,0.5,1.2,2.1,6.2,0.029,7.6,2.3,0.2,19.9,0.6,0.291,-4.7,8.2,-0.3,11.1,1.2,16,13.8,0.479,19.4,-0.4,0.022,0,0,0,1,0,0.266666667,82
21,39,7,13,1.7,4,0.426,0.6,1.7,0.358,1.1,2.3,0.477,0.5,0.7,0.704,0.4,1.3,1.7,1.4,0.5,0.2,0.6,1.8,4.5,0.432,16.4,1.2,-0.7,11.5,0.5,0.174,0.1,3.3,0.5,12.3,2.1,12.6,7.5,0.524,17,0.2,0.09,0,0,0,0,1,0.179487179,82
24,16,0,9.1,1.4,3.9,0.371,0.3,1,0.313,1.1,2.9,0.391,0.4,0.6,0.6,0.3,0.7,0.9,0.5,0.1,0.1,0.6,0.8,3.6,0.258,9.1,0.5,-3.6,8.6,0.1,0.161,-5.8,2.8,-0.3,6.2,0.7,13.1,5.6,0.429,23.1,-0.3,-0.069,0,0,0,1,0,0,72
22,54,25,18.6,3.1,6.1,0.514,0,0,0,3.1,6.1,0.514,1.6,2.7,0.611,1.2,3.1,4.2,0.7,0.5,0.4,1.4,2.4,7.9,0,6.7,1.8,-0.7,19.1,1.1,0.438,-2.7,7.8,0.2,13.6,1.4,16.4,13.6,0.543,21.6,-0.4,0.064,1,0,0,0,0,0.462962963,77
25,29,7,17.9,2.5,5.8,0.435,0.6,2,0.271,2,3.8,0.523,0.7,1.2,0.618,1,1.3,2.3,0.9,0.8,0.3,0.6,1.9,6.3,0.351,8.5,1.5,-0.2,8.7,0.3,0.202,1.1,6.9,0.7,13.4,2.3,8,7.8,0.5,17.7,0.4,0.092,0,0,0,1,0,0.24137931,73
33,23,4,7.2,0.7,1.6,0.417,0,0,0,0.7,1.6,0.417,0.3,0.3,0.857,0.4,0.8,1.3,0.1,0,0.1,0.3,2,1.6,0,1.9,1.3,-1.9,13.3,0.1,0.194,-5.6,6.7,0,3.3,0.3,13.3,9.9,0.461,12.5,-0.2,0.008,1,0,0,0,0,0.173913043,72
32,34,18,17.1,1.6,4.3,0.379,0.3,1,0.333,1.3,3.3,0.393,1.1,1.6,0.717,0.5,1.8,2.3,1.5,0.6,0.1,0.8,2,4.7,0.228,13.2,0.2,-0.3,12.1,0.4,0.366,-2.5,3.1,0,9.1,2,13.4,7.5,0.472,15.2,-0.1,0.034,0,0,0,0,1,0.529411765,75
29,71,68,27.5,3.7,9.1,0.413,1.5,4.6,0.324,2.2,4.4,0.506,1.1,1.4,0.792,0.3,1.5,1.7,5.6,1.1,0.1,1.8,1.3,10.1,0.512,35.6,0.2,-2.4,6.3,1.9,0.157,1.9,1.2,2.5,15.4,2.1,15.9,3.7,0.522,19.8,0.8,0.106,0,0,1,0,0,0.957746479,83
31,24,4,19.6,3.3,7,0.473,0,0,0,3.3,7,0.473,2.7,3.3,0.823,1.3,2.1,3.4,1.5,0.5,0.1,1.1,3.1,9.3,0,11.6,0.4,-2.1,11.9,0.3,0.473,-0.5,7.4,0.9,15.4,1.3,11.4,9.6,0.553,21.5,-0.1,0.122,0,1,0,0,0,0.166666667,74
26,45,30,15.8,1.6,3.6,0.433,0,0,0,1.6,3.6,0.436,0.8,1.3,0.576,1.8,3.1,4.9,0.4,0.2,0.9,0.8,1.7,3.9,0.006,3.7,4,0.6,22.5,0.7,0.36,-4.5,12.6,0,11.3,0.6,16.3,17.5,0.463,14.6,-0.4,0.048,1,0,0,0,0,0.666666667,69
23,3,0,13.3,1.7,4,0.417,0,0,0,1.7,4,0.417,0,0,0,0.7,1.3,2,0,1.3,0,0.7,2,3.3,0,0,0,0,11.2,0.1,0,-6.2,6.1,-0.1,7.7,5.3,14.3,8.8,0.417,16.3,0,0.024,0,0,0,1,0,0,75
19,3,0,9,1,3.7,0.273,0,1.3,0,1,2.3,0.429,0.3,0.3,1,0,0.3,0.3,1,1.3,0,1,0.7,2.3,0.364,16.7,0,1.7,4.2,0.1,0.091,-7.9,0,-0.1,5.2,7.8,20.8,2.2,0.306,24.9,0,-0.134,0,0,0,1,0,0,67
29,80,77,28.6,4,8.5,0.469,0,0,0,4,8.5,0.471,1.6,2.5,0.662,2.2,5.5,7.7,1.1,0.7,0.9,1.3,3.1,9.6,0.004,6.7,2.4,1.8,22.8,3.8,0.29,-2.4,9.3,1.3,13.9,1.4,11.5,16.1,0.501,17.9,0.8,0.108,1,0,0,0,0,0.9625,79
23,74,8,16.7,1.8,4.1,0.437,0.6,1.4,0.402,1.2,2.6,0.456,0.8,1,0.817,0.4,1.4,1.8,0.6,0.4,0.2,0.6,1.9,4.9,0.357,5.5,0.8,-0.7,10.1,1,0.237,-1.7,2.8,0.8,8.9,1.3,11.5,6.4,0.548,14.5,-0.1,0.069,0,0,0,0,1,0.108108108,63
23,81,81,37.1,7.4,15.3,0.484,0.1,0.3,0.25,7.3,15,0.489,3.2,4.1,0.781,2.9,4.6,7.5,1.9,1,1,1.5,2.6,18.1,0.023,9.3,2,0.7,15.6,3.3,0.269,1.2,9.5,6.1,19.1,1.4,8,12.5,0.529,23.7,3,0.151,0,1,0,0,0,1,77
22,59,0,12.1,1.7,4.2,0.416,0.3,0.8,0.348,1.5,3.4,0.432,1,1.4,0.699,0.7,1.2,1.9,0.7,0.3,0.5,0.9,1.8,4.7,0.188,9.5,3.4,0.2,12.3,0.7,0.339,-3.4,6.9,-0.3,10.1,1.1,15.6,9.5,0.494,20.9,-0.2,0.03,0,0,0,1,0,0,63
30,49,3,11.8,1.5,3.5,0.429,0,0,0,1.5,3.4,0.432,0.2,0.4,0.476,0.7,1.4,2.1,0.7,0.1,0.2,0.4,1.8,3.2,0.006,9.5,1.7,-0.1,14.5,0.5,0.124,-4.5,6.8,-0.2,7.3,0.6,10,10.5,0.435,15.4,-0.4,0.024,0,1,0,0,0,0.06122449,59
33,79,79,36.4,6.3,13.2,0.48,2.5,6.2,0.409,3.8,7,0.542,3,3.2,0.952,0.8,2.7,3.5,2.8,0.9,0.2,1.7,2,18.2,0.467,12.6,0.4,-0.3,8.6,3.7,0.239,4.3,2.9,7.4,17.3,1.3,10.4,5.9,0.624,20.8,4.3,0.186,0,0,0,0,1,1,80
27,46,2,19.3,3,6.2,0.482,0.1,0.6,0.222,2.8,5.6,0.51,1.7,2.4,0.725,0.5,1.8,2.3,1.4,1.2,0.5,1.7,2.1,7.8,0.095,12,2.1,2.5,10.7,1.8,0.384,-2.7,3.2,-0.2,12.9,3.2,18.8,7.1,0.541,21.5,0.4,0.085,0,0,0,0,1,0.043478261,66
32,29,28,29.5,4.2,10.3,0.413,1.1,3.5,0.317,3.1,6.8,0.462,2.4,3.4,0.707,0.3,2.6,2.9,5.1,1.8,0.1,1.8,2.2,12,0.339,28.9,0.3,1.4,9.6,1.6,0.332,0.7,1.1,0.8,15.6,3.1,13.2,5.5,0.509,21.2,0.9,0.135,0,0,1,0,0,0.965517241,75
30,71,1,20.6,2.3,4.1,0.548,0,0.1,0.2,2.2,4,0.56,1.8,2.5,0.718,2.3,3.9,6.2,0.4,0.6,2.5,1,2.5,6.4,0.034,3.2,9.3,4.6,21.6,2.8,0.62,-1.2,13.4,2.5,18.1,1.4,15.7,17.6,0.608,13.4,2,0.176,1,0,0,0,0,0.014084507,67
20,66,30,19.9,2.4,6.2,0.393,1,2.9,0.365,1.4,3.3,0.417,1.5,1.8,0.845,1.6,3.1,4.7,0.8,0.7,0.3,1,2.4,7.4,0.464,6.4,1.2,-1,19,1.2,0.285,-0.1,9.3,1.3,13.6,1.8,12.1,14.1,0.532,18.6,0.3,0.09,0,1,0,0,0,0.454545455,59
24,66,66,34.5,8.1,18.3,0.443,1,2.6,0.371,7.2,15.7,0.455,5.6,7.1,0.793,1.6,5.2,6.8,3.4,1.1,0.4,3,3,22.8,0.141,18.1,0.8,-0.5,17,2.6,0.388,0.8,5.6,2.4,19,1.7,12.3,11.5,0.532,31.5,1.3,0.105,0,0,0,1,0,1,88
26,65,28,16.1,0.9,1.8,0.483,0,0,0,0.9,1.8,0.483,0.5,0.7,0.652,1.4,1.7,3,0.4,0.3,1.4,0.6,2.1,2.2,0,3.7,7.2,4.1,12.4,1.4,0.39,-4,10.1,0.4,9.3,1,22.9,11.2,0.521,8,0.6,0.079,1,0,0,0,0,0.430769231,58
27,2,2,31.5,3,11.5,0.261,1,3.5,0.286,2,8,0.25,6,8,0.75,0.5,4,4.5,10,0,0.5,0.5,2,13,0.304,47.8,1.3,-4.1,15.3,0,0.696,2.5,1.8,0.2,18.9,0,3.2,8.4,0.433,22.4,0,0.115,0,0,1,0,0,1,84
23,82,20,24.4,3.3,7.3,0.46,0.7,2.3,0.319,2.6,4.9,0.526,1.5,2.1,0.71,1.4,2.9,4.3,1.8,1.7,0.3,1.1,2,8.9,0.32,10.4,0.9,2.1,13.4,3.5,0.284,1,6.4,2.5,15.5,3.5,11.5,10,0.544,16.6,2.6,0.146,0,0,0,1,0,0.243902439,73
20,76,64,19.3,2.5,5.7,0.438,0,0,0,2.5,5.7,0.44,0.5,0.8,0.667,1.4,3.1,4.6,0.6,0.7,0.7,0.6,2.7,5.6,0.005,5,2.9,0.8,20.3,1.8,0.138,-3.9,8.9,-0.1,11.3,1.9,9.2,14.5,0.456,16.3,-0.4,0.055,0,1,0,0,0,0.842105263,65
34,19,0,15.6,1.3,4.5,0.291,0.5,2.1,0.25,0.8,2.4,0.326,0.6,0.6,0.917,0.3,0.7,0.9,1.6,0.4,0.1,0.7,1.2,3.7,0.465,15.5,0.2,-2.6,5.1,0.1,0.14,-4.1,1.9,-0.3,5.1,1.4,12.5,3.5,0.389,15.5,-0.3,-0.032,0,0,1,0,0,0,60
